"ID"	"Gene.title"	"Gene.symbol"	"Gene.ID"	"UniGene.title"	"UniGene.symbol"	"UniGene.ID"	"Nucleotide.Title"	"GI"	"GenBank.Accession"	"Platform_CLONEID"	"Platform_ORF"	"Platform_SPOTID"	"Chromosome.location"	"Chromosome.annotation"	"GO.Function"	"GO.Process"	"GO.Component"	"GO.Function.ID"	"GO.Process.ID"	"GO.Component.ID"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"8036840"	8036840	"AKT serine/threonine kinase 2"	"AKT2"	"208"	""	""	""	"Homo sapiens AKT serine/threonine kinase 2 (AKT2), transcript variant 2, mRNA///Homo sapiens AKT serine/threonine kinase 2 (AKT2), transcript variant 3, mRNA///Homo sapiens AKT serine/threonine kinase 2 (AKT2), transcript variant 1, mRNA///Homo sapiens cDNA, FLJ98947///Homo sapiens v-akt murine thymoma viral oncogene homolog 2, mRNA (cDNA clone MGC:149586 IMAGE:40116490), complete cds///Homo sapiens v-akt murine thymoma viral oncogene homolog 2, mRNA (cDNA clone MGC:149587 IMAGE:40116493), complete cds///Homo sapiens rac protein kinase-beta mRNA, complete cds///Human protein-serine/threonine (AKT2) mRNA, complete cds///Homo sapiens v-akt murine thymoma viral oncogene homolog 2, mRNA (cDNA clone IMAGE:5220341), complete cds"	"574957227///574957068///574957064///164697223///111309165///111309391///337490///178325///39645750"	"NM_001243027///NM_001243028///NM_001626///AK308906///BC120994///BC120995///M77198///M95936///BC063421"	NA	NA	"chr19:40738241-40791292"	"19q13.1-q13.2"	"Chromosome 19, NC_000019.10 (40230317..40285531, complement)"	"ATP binding///protein binding///protein kinase C binding///protein serine/threonine kinase activity///protein serine/threonine kinase activity"	"activation of GTPase activity///apoptotic process///carbohydrate transport///cellular protein modification process///cellular response to insulin stimulus///cellular response to organic cyclic compound///fat cell differentiation///glucose metabolic process///glycogen biosynthetic process///insulin receptor signaling pathway///insulin receptor signaling pathway///intracellular protein transmembrane transport///intracellular signal transduction///mammary gland epithelial cell differentiation///negative regulation of RNA splicing///negative regulation of cysteine-type endopeptidase activity involved in apoptotic process///negative regulation of plasma membrane long-chain fatty acid transport///peptidyl-serine phosphorylation///peripheral nervous system myelin maintenance///positive regulation of cell migration///positive regulation of cell motility///positive regulation of fatty acid beta-oxidation///positive regulation of glucose import///positive regulation of glucose import in response to insulin stimulus///positive regulation of glucose metabolic process///positive regulation of glycogen biosynthetic process///positive regulation of nitric oxide biosynthetic process///positive regulation of peptidyl-serine phosphorylation///positive regulation of positive chemotaxis///positive regulation of protein phosphorylation///positive regulation of protein targeting to membrane///positive regulation of signal transduction///positive regulation of transcription from RNA polymerase II promoter///positive regulation of vesicle fusion///protein kinase B signaling///protein localization to plasma membrane///regulation of cell cycle arrest///regulation of cell migration///regulation of translation///response to muscle activity///response to nutrient levels///response to osmotic stress///signal transduction"	"cell cortex///cytosol///early endosome///insulin-responsive compartment///nucleoplasm///nucleus///nucleus///plasma membrane///plasma membrane///ruffle membrane"	"GO:0005524///GO:0005515///GO:0005080///GO:0004674///GO:0004674"	"GO:0090630///GO:0006915///GO:0008643///GO:0006464///GO:0032869///GO:0071407///GO:0045444///GO:0006006///GO:0005978///GO:0008286///GO:0008286///GO:0065002///GO:0035556///GO:0060644///GO:0033119///GO:0043154///GO:0010748///GO:0018105///GO:0032287///GO:0030335///GO:2000147///GO:0032000///GO:0046326///GO:2001275///GO:0010907///GO:0045725///GO:0045429///GO:0033138///GO:0050927///GO:0001934///GO:0090314///GO:0009967///GO:0045944///GO:0031340///GO:0043491///GO:0072659///GO:0071156///GO:0030334///GO:0006417///GO:0014850///GO:0031667///GO:0006970///GO:0007165"	"GO:0005938///GO:0005829///GO:0005769///GO:0032593///GO:0005654///GO:0005634///GO:0005634///GO:0005886///GO:0005886///GO:0032587"	0.442017142857148	10.4757582653061	12.8264168977398	7.6713403554232e-23	2.3221147255866e-19	41.2640545522278
"7999596"	7999596	"uncharacterized protein KIAA2013///KIAA2013 pseudogene///KIAA2013"	"LOC102724984///LOC728138///KIAA2013"	"102724984///728138///90231"	""	""	""	"Homo sapiens KIAA2013 (KIAA2013), mRNA///PREDICTED: Homo sapiens uncharacterized protein KIAA2013 (LOC102724984), mRNA///Homo sapiens mRNA for KIAA2013 protein///Homo sapiens KIAA2013, mRNA (cDNA clone MGC:33867 IMAGE:5264442), complete cds///Homo sapiens hypothetical LOC728138, mRNA (cDNA clone MGC:189705 IMAGE:8862702), complete cds"	"324120941///1034677008///24899189///23271559///187957295"	"NM_138346///XM_006725222///AB095933///BC035033///BC157880"	NA	NA	"chr16:15082134-15084200"	"16p13.11///1p36.22"	"Chromosome 16///Chromosome 16, NC_000016.10 (14988009..14990326, complement)///Chromosome 1, NC_000001.11 (11919588..11926428, complement)"	""	""	"integral component of membrane///membrane"	""	""	"GO:0016021///GO:0016020"	0.537686428571433	10.4900269387755	12.7875006211285	9.27468161127614e-23	2.57349228008885e-19	41.0800063846422
"8037152"	8037152	"glycogen synthase kinase 3 alpha"	"GSK3A"	"2931"	""	""	""	"Homo sapiens glycogen synthase kinase 3 alpha (GSK3A), mRNA///Homo sapiens glycogen synthase kinase 3 alpha, mRNA (cDNA clone MGC:40141 IMAGE:3903896), complete cds///Homo sapiens glycogen synthase kinase 3 alpha, mRNA (cDNA clone MGC:60234 IMAGE:6171438), complete cds///Homo sapiens mRNA; cDNA DKFZp686D0638 (from clone DKFZp686D0638)///Homo sapiens mRNA for glycogen synthase kinase 3alpha, complete cds///Homo sapiens glycogen synthase kinase 3 mRNA, complete cds"	"49574531///20380194///34194605///51476895///2641993///682744"	"NM_019884///BC027984///BC051865///CR749620///D63424///L40027"	NA	NA	"chr19:42734338-42746751"	"19q13.2"	"Chromosome 19, NC_000019.10 (42230186..42243330, complement)"	"ATP binding///protein binding///protein kinase A catalytic subunit binding///protein serine/threonine kinase activity///tau-protein kinase activity"	"IRE1-mediated unfolded protein response///Wnt signaling pathway///cardiac left ventricle morphogenesis///cellular response to insulin stimulus///cellular response to interleukin-3///chemical synaptic transmission, postsynaptic///dopamine receptor signaling pathway///extrinsic apoptotic signaling pathway in absence of ligand///glycogen metabolic process///insulin receptor signaling pathway///negative regulation of TOR signaling///negative regulation of UDP-glucose catabolic process///negative regulation of canonical Wnt signaling pathway///negative regulation of cell growth involved in cardiac muscle cell development///negative regulation of glucose import///negative regulation of glycogen (starch) synthase activity///negative regulation of glycogen biosynthetic process///negative regulation of glycogen synthase activity, transferring glucose-1-phosphate///negative regulation of insulin receptor signaling pathway///negative regulation of type B pancreatic cell development///nervous system development///positive regulation of adrenergic receptor signaling pathway///positive regulation of cAMP biosynthetic process///positive regulation of glycogen (starch) synthase activity///positive regulation of heart contraction///positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway///positive regulation of protein catabolic process///positive regulation of protein targeting to mitochondrion///proteasome-mediated ubiquitin-dependent protein catabolic process///protein phosphorylation///regulation of mitophagy///regulation of systemic arterial blood pressure"	"beta-catenin destruction complex///beta-catenin destruction complex///cytosol///mitochondrion///postsynapse"	"GO:0005524///GO:0005515///GO:0034236///GO:0004674///GO:0050321"	"GO:0036498///GO:0016055///GO:0003214///GO:0032869///GO:0036016///GO:0099565///GO:0007212///GO:0097192///GO:0005977///GO:0008286///GO:0032007///GO:0010905///GO:0090090///GO:0061052///GO:0046325///GO:2000466///GO:0045719///GO:1904227///GO:0046627///GO:2000077///GO:0007399///GO:0071879///GO:0030819///GO:2000467///GO:0045823///GO:1901030///GO:0045732///GO:1903955///GO:0043161///GO:0006468///GO:1903146///GO:0003073"	"GO:0030877///GO:0030877///GO:0005829///GO:0005739///GO:0098794"	0.559365952380951	10.0964615306122	12.4828145677676	4.11913410589052e-22	1.05503698710643e-18	39.6336378561817
"8164653"	8164653	"uridine-cytidine kinase 1"	"UCK1"	"83549"	""	""	""	"Homo sapiens uridine-cytidine kinase 1 (UCK1), transcript variant 2, mRNA///Homo sapiens uridine-cytidine kinase 1 (UCK1), transcript variant 3, mRNA///Homo sapiens uridine-cytidine kinase 1 (UCK1), transcript variant 4, mRNA///Homo sapiens uridine-cytidine kinase 1 (UCK1), transcript variant 1, mRNA///Homo sapiens uridine kinase mRNA, complete cds///Homo sapiens uridine-cytidine kinase 1 (UCK1) mRNA, complete cds///Homo sapiens uridine kinase mRNA, complete cds///Homo sapiens uridine-cytidine kinase 1, mRNA (cDNA clone MGC:9668 IMAGE:3845821), complete cds///Homo sapiens uridine-cytidine kinase 1, mRNA (cDNA clone MGC:111079 IMAGE:30396201), complete cds///Homo sapiens full open reading frame cDNA clone RZPDo834A0513D for gene UCK1, uridine-cytidine kinase 1; complete cds, incl. stopcodon"	"972781814///972781845///972781868///972781806///18568108///13506764///13924749///15930229///60551656///48146678"	"NM_001135954///NM_001261450///NM_001261451///NM_031432///AF125106///AF237290///AF254133///BC015547///BC091495///CR457281"	NA	NA	"chr9:134399188-134406655"	"9q34.13"	"Chromosome 9, NC_000009.12 (131523796..131531275, complement)"	"ATP binding///nucleoside kinase activity///uridine kinase activity"	"CTP salvage///UMP salvage///phosphorylation///pyrimidine nucleobase metabolic process///pyrimidine nucleoside salvage///pyrimidine nucleoside salvage"	"cytosol///cytosol"	"GO:0005524///GO:0019206///GO:0004849"	"GO:0044211///GO:0044206///GO:0016310///GO:0006206///GO:0043097///GO:0043097"	"GO:0005829///GO:0005829"	0.336095238095236	9.79679734693878	12.100389453522	2.708091696779e-21	6.44080923054646e-18	37.8053365384307
"8024660"	8024660	"high mobility group 20B"	"HMG20B"	"10362"	""	""	""	"Homo sapiens high mobility group 20B (HMG20B), mRNA///Homo sapiens high-mobility group 20B (HMG20B) mRNA, complete cds///Homo sapiens Sox-like transcriptional factor mRNA, complete cds///Homo sapiens HMG domain protein HMGX2 (HMGX2) mRNA, complete cds///Homo sapiens smarce1-related protein mRNA, complete cds///Homo sapiens structural DNA-binding protein BRAF35 mRNA, complete cds///Homo sapiens mRNA full length insert cDNA clone EUROIMAGE 532078///Homo sapiens high-mobility group 20B, mRNA (cDNA clone MGC:1965 IMAGE:3138919), complete cds///Homo sapiens high-mobility group 20B, mRNA (cDNA clone MGC:10419 IMAGE:3609369), complete cds///Homo sapiens high-mobility group 20B, mRNA (cDNA clone MGC:11001 IMAGE:3638942), complete cds///Homo sapiens high-mobility group 20B, mRNA (cDNA clone MGC:32098 IMAGE:4873122), complete cds///Homo sapiens full open reading frame cDNA clone RZPDo834A0419D for gene HMG20B, high-mobility group 20B; complete cds, incl. stopcodon///Homo sapiens cDNA FLJ26127 fis, clone TMS02495///Homo sapiens EST from clone 1695848, 5' end"	"83715963///8547029///3329481///7673026///9858862///12597462///7799101///33876853///13097563///13325179///18204332///48145624///34526221///7799145"	"NM_006339///AF072165///AF072836///AF146223///AF288679///AF331191///AL355709///BC002552///BC003505///BC004408///BC021585///CR456754///AK129638///AL355697"	NA	NA	"chr19:3572943-3579081"	"19p13.3"	"Chromosome 19, NC_000019.10 (3572938..3579083)"	"DNA binding///histone deacetylase activity///protein binding///protein heterodimerization activity"	"blood coagulation///cell cycle///histone deacetylation///negative regulation of protein sumoylation///positive regulation of neuron differentiation///regulation of transcription, DNA-templated///skeletal muscle cell differentiation///transcription, DNA-templated"	"chromosome///nucleoplasm///nucleoplasm"	"GO:0003677///GO:0004407///GO:0005515///GO:0046982"	"GO:0007596///GO:0007049///GO:0016575///GO:0033234///GO:0045666///GO:0006355///GO:0035914///GO:0006351"	"GO:0005694///GO:0005654///GO:0005654"	0.366767976190477	9.51595540816326	11.7853509976375	1.28931186678323e-20	2.86201448188541e-17	36.2892650632676
"7966127"	7966127	"selectin P ligand"	"SELPLG"	"6404"	""	""	""	"Homo sapiens selectin P ligand (SELPLG), transcript variant 1, mRNA///Homo sapiens selectin P ligand (SELPLG), transcript variant 2, mRNA///Human P-selectin ligand mRNA, complete cds///Homo sapiens selectin P ligand, mRNA (cDNA clone MGC:34401 IMAGE:5180824), complete cds"	"331284237///331284235///435416///20987421"	"NM_001206609///NM_003006///U02297///BC029782"	NA	NA	"chr12:109015367-109027670"	"12q24"	"Chromosome 12, NC_000012.12 (108621895..108633894, complement)"	"protein binding///receptor binding///virus receptor activity"	"cell adhesion///cellular response to interleukin-6///leukocyte adhesive activation///leukocyte migration///viral entry into host cell"	"integral component of membrane///integral component of plasma membrane///membrane///plasma membrane///plasma membrane///uropod"	"GO:0005515///GO:0005102///GO:0001618"	"GO:0007155///GO:0071354///GO:0050902///GO:0050900///GO:0046718"	"GO:0016021///GO:0005887///GO:0016020///GO:0005886///GO:0005886///GO:0001931"	0.352853571428566	12.0540387755102	11.7140981709057	1.83692399917719e-20	3.82275365003768e-17	35.945218780654
"8033813"	8033813	"F-box and leucine rich repeat protein 12"	"FBXL12"	"54850"	""	""	""	"Homo sapiens F-box and leucine rich repeat protein 12 (FBXL12), transcript variant 1, mRNA///Homo sapiens cDNA: FLJ23351 fis, clone HEP14009///Homo sapiens EST from clone 1609327, 5' end///Homo sapiens F-box and leucine-rich repeat protein 12, mRNA (cDNA clone MGC:1070 IMAGE:2966439), complete cds///Homo sapiens mRNA; cDNA DKFZp779I1143 (from clone DKFZp779I1143)"	"948284369///10440007///9367842///33989077///34368059"	"NM_017703///AK027004///AL389936///BC001586///BX647073"	NA	NA	"chr19:9920943-9929755"	"19p13.2"	"Chromosome 19, NC_000019.10 (9810267..9820527, complement)"	"protein binding"	"protein ubiquitination///ubiquitin-dependent protein catabolic process"	"cytoplasm///ubiquitin ligase complex"	"GO:0005515"	"GO:0016567///GO:0006511"	"GO:0005737///GO:0000151"	0.466266904761902	8.59508806122449	11.6266506148763	2.83781480511891e-20	5.55827762153201e-17	35.5224245649019
"7905088"	7905088	"histone cluster 2, H2ac"	"HIST2H2AC"	"8338"	""	""	""	"Homo sapiens histone cluster 2, H2ac (HIST2H2AC), mRNA///Homo sapiens histone cluster 2, H2ac, mRNA (cDNA clone MGC:74460 IMAGE:3892650), complete cds"	"27436923///37994720"	"NM_003517///BC060324"	NA	NA	"chr1:149858486-149858961"	"1q21.2"	"Chromosome 1, NC_000001.11 (149886975..149887411)"	"DNA binding///molecular_function///protein heterodimerization activity"	"biological_process///chromatin silencing"	"extracellular exosome///nuclear chromatin///nucleosome///nucleus"	"GO:0003677///GO:0003674///GO:0046982"	"GO:0008150///GO:0006342"	"GO:0070062///GO:0000790///GO:0000786///GO:0005634"	-0.426908214285715	10.1621358163265	-11.5591986751791	3.97049494233408e-20	7.344753894161e-17	35.1959022654995
"8165630"	8165630	"ARRDC1 antisense RNA 1"	"ARRDC1-AS1"	"85026"	""	""	""	"Homo sapiens ARRDC1 antisense RNA 1 (ARRDC1-AS1), transcript variant 1, long non-coding RNA///Homo sapiens ARRDC1 antisense RNA 1 (ARRDC1-AS1), transcript variant 2, long non-coding RNA///Homo sapiens AD038 mRNA, complete cds///Homo sapiens chromosome 9 open reading frame 37, mRNA (cDNA clone MGC:74481 IMAGE:5749061), complete cds///Homo sapiens chromosome 9 open reading frame 37, mRNA (cDNA clone MGC:150876 IMAGE:40125818), complete cds///Homo sapiens cDNA, FLJ98923"	"658310043///658310034///12006040///44890257///109658535///164697199"	"NR_122035///NR_122036///AF267857///BC066646///BC117267///AK308882"	NA	NA	"chr9:140509784-140513265"	"9q34.3"	"Chromosome 9, NC_000009.12 (137615332..137618895, complement)"	""	""	""	""	""	""	0.381654047619049	8.70409775510204	11.4991414527393	5.35584862968966e-20	9.38598378014613e-17	34.9048888639745
"7914216"	7914216	"small nucleolar RNA, H/ACA box 16A///small nucleolar RNA host gene 12"	"SNORA16A///SNHG12"	"692073///85028"	""	""	""	"Homo sapiens small nucleolar RNA, H/ACA box 16A (SNORA16A), small nucleolar RNA///Homo sapiens cDNA FLJ34777 fis, clone NT2NE2003485///Homo sapiens cDNA clone IMAGE:4828533"	"94536736///21750606///21961455"	"NR_003035///AK092096///BC034611"	NA	NA	"chr1:28907432-28907564"	"1p35.3///1p35.3"	"Chromosome 1, NC_000001.11 (28580920..28581053, complement)///Chromosome 1, NC_000001.11 (28578538..28581854, complement)"	""	""	""	""	""	""	-1.63224095238095	8.7989456122449	-11.4265908312301	7.69113692415529e-20	1.28045893081799e-16	34.5529859937336
"7990417"	7990417	"secretory carrier membrane protein 2"	"SCAMP2"	"10066"	""	""	""	"Homo sapiens secretory carrier membrane protein 2 (SCAMP2), transcript variant 2, mRNA///Homo sapiens secretory carrier membrane protein 2 (SCAMP2), transcript variant 1, mRNA///Homo sapiens secretory carrier membrane protein (SCAMP2) mRNA, complete cds///Homo sapiens secretory carrier membrane protein 2, mRNA (cDNA clone MGC:1284 IMAGE:3050527), complete cds///Homo sapiens secretory carrier membrane protein 2, mRNA (cDNA clone MGC:10855 IMAGE:3617954), complete cds///Homo sapiens full open reading frame cDNA clone RZPDo834A1018D for gene SCAMP2, secretory carrier membrane protein 2; complete cds, incl. stopcodon"	"1003088832///1003088830///5230677///33876116///13325143///48145716"	"NM_005697///NM_001320778///AF005038///BC001376///BC004385///CR456800"	NA	NA	"chr15:75137196-75165675"	"15q23-q25"	"Chromosome 15, NC_000015.10 (74843730..74873379, complement)"	"protein binding"	"post-Golgi vesicle-mediated transport///protein transport"	"Golgi apparatus///extracellular exosome///integral component of membrane///intracellular membrane-bounded organelle///nucleoplasm///recycling endosome membrane///trans-Golgi network membrane///transport vesicle"	"GO:0005515"	"GO:0006892///GO:0015031"	"GO:0005794///GO:0070062///GO:0016021///GO:0043231///GO:0005654///GO:0055038///GO:0032588///GO:0030133"	0.475809523809524	11.2722224489796	11.2058830620208	2.3172928209424e-19	3.67423328851996e-16	33.4802118368427
"8167234"	8167234	"RNA binding motif (RNP1, RRM) protein 3"	"RBM3"	"5935"	""	""	""	"Homo sapiens cDNA FLJ75543 complete cds///Homo sapiens RNA binding motif (RNP1, RRM) protein 3, mRNA (cDNA clone MGC:5289 IMAGE:3449185), complete cds///Homo sapiens mRNA; cDNA DKFZp686H20141 (from clone DKFZp686H20141)///Homo sapiens RNA binding motif (RNP1, RRM) protein 3 (RBM3), mRNA///Human putative RNA binding protein RNPL mRNA, complete cds"	"158260250///13905079///34367073///338797748///881953"	"AK289614///BC006825///BX647914///NM_006743///U28686"	NA	NA	"chrX:47999064-48437454"	"Xp11.2"	"Chromosome X, NC_000023.11 (48574353..48581165)"	"RNA binding///nucleotide binding///poly(A) RNA binding///protein binding"	"RNA processing///positive regulation of translation///regulation of translation"	"cytoplasm///dendrite///colocalizes_with large ribosomal subunit///nucleolus///nucleoplasm///nucleus"	"GO:0003723///GO:0000166///GO:0044822///GO:0005515"	"GO:0006396///GO:0045727///GO:0006417"	"GO:0005737///GO:0030425///colocalizes_with GO:0015934///GO:0005730///GO:0005654///GO:0005634"	-0.443037023809522	9.85885397959184	-11.1739513823306	2.71884721353608e-19	4.11497525768686e-16	33.3247392318679
"8086503"	8086503	"zinc finger DHHC-type containing 3"	"ZDHHC3"	"51304"	""	""	""	"Homo sapiens zinc finger DHHC-type containing 3 (ZDHHC3), transcript variant 1, mRNA///Homo sapiens zinc finger DHHC-type containing 3 (ZDHHC3), transcript variant 2, mRNA"	"206597476///206597475"	"NM_001135179///NM_016598"	NA	NA	"chr3:44959493-44960001"	"3p21.31"	"Chromosome 3, NC_000003.12 (44915261..44976190, complement)"	"palmitoyltransferase activity///protein-cysteine S-palmitoyltransferase activity///zinc ion binding"	"protein palmitoylation///protein targeting"	"Golgi apparatus///Golgi membrane///integral component of membrane///membrane"	"GO:0016409///GO:0019706///GO:0008270"	"GO:0018345///GO:0006605"	"GO:0005794///GO:0000139///GO:0016021///GO:0016020"	0.5150825	9.00908357142857	11.1061531303373	3.81792553075874e-19	5.5271941912032e-16	32.9944253694952
"8025895"	8025895	"protein kinase C substrate 80K-H"	"PRKCSH"	"5589"	""	""	""	"Homo sapiens protein kinase C substrate 80K-H (PRKCSH), transcript variant 2, mRNA///Homo sapiens protein kinase C substrate 80K-H (PRKCSH), transcript variant 3, mRNA///Homo sapiens protein kinase C substrate 80K-H (PRKCSH), transcript variant 4, mRNA///Homo sapiens protein kinase C substrate 80K-H (PRKCSH), transcript variant 5, mRNA///Homo sapiens protein kinase C substrate 80K-H (PRKCSH), transcript variant 1, mRNA///Homo sapiens glucosidase II beta subunit mRNA, complete cds///Homo sapiens protein kinase C substrate 80K-H, mRNA (cDNA clone IMAGE:40117304), partial cds///Homo sapiens protein kinase C substrate 80K-H mRNA, complete cds///Human 80K-H protein (kinase C substrate) mRNA, complete cds///Homo sapiens, clone IMAGE:3883364, mRNA, partial cds"	"574279850///574280087///574280090///574280235///574279712///7672978///124504578///32880058///182854///15929444"	"NM_001001329///NM_001289102///NM_001289103///NM_001289104///NM_002743///AF144075///BC128412///BT009858///J03075///BC015154"	NA	NA	"chr19:11546269-11561783"	"19p13.2"	"Chromosome 19, NC_000019.10 (11435257..11450968)"	"calcium ion binding///ion channel binding///phosphoprotein binding///protein kinase C binding"	"N-glycan processing///intracellular signal transduction///protein folding"	"endoplasmic reticulum///endoplasmic reticulum lumen///intracellular"	"GO:0005509///GO:0044325///GO:0051219///GO:0005080"	"GO:0006491///GO:0035556///GO:0006457"	"GO:0005783///GO:0005788///GO:0005622"	0.307392857142853	11.5417653061224	11.0682122006978	4.61727909313992e-19	6.405897581845e-16	32.8094553505807
"7925821"	7925821	""	""	""	""	""	""	""	""	""	NA	NA	"chr10:969233-969312"	""	""	""	""	""	""	""	""	-0.825362261904762	5.09919520408163	-10.9587146064744	7.99527441447111e-19	1.03396238996253e-15	32.2751638223094
"7894470"	7894470	""	""	""	""	""	""	""	""	""	NA	NA	"control"	""	""	""	""	""	""	""	""	-0.592717976190471	9.89799173469388	-10.9567688214913	8.07370698231847e-19	1.03396238996253e-15	32.2656633142602
"7971920"	7971920	"heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1"	"HNRNPA3///HNRNPA3P1"	"220988///10151"	""	""	""	"Homo sapiens heterogeneous nuclear ribonucleoprotein A3 (HNRNPA3), mRNA///PREDICTED: Homo sapiens heterogeneous nuclear ribonucleoprotein A3 (HNRNPA3), transcript variant X3, mRNA///Homo sapiens heterogeneous nuclear ribonucleoprotein A3 mRNA, complete cds///Homo sapiens heterogeneous nuclear ribonucleoprotein A3, mRNA (cDNA clone MGC:138232 IMAGE:8327495), complete cds///Homo sapiens heterogeneous nuclear ribonucleoprotein A3, mRNA (cDNA clone MGC:142030 IMAGE:8322522), complete cds///Homo sapiens heterogeneous nuclear ribonucleoprotein A3 pseudogene 1 (HNRNPA3P1), non-coding RNA///D10S102=FBRNP [human, fetal brain, mRNA, 3043 nt]///Homo sapiens heterogeneous nuclear ribonucleoprotein A3, mRNA (cDNA clone IMAGE:5922221)///Homo sapiens heterogeneous nuclear ribonucleoprotein A3, mRNA (cDNA clone IMAGE:4661041), **** WARNING: chimeric clone ****"	"98961157///1034612420///34333452///85567494///109730488///197313739///399757///40555820///15082357"	"NM_194247///XM_005246381///AY363225///BC112027///BC113470///NR_002726///S63912///BC064494///BC012090"	NA	NA	"chr13:66362064-66362894"	"2q31.2///10q11.21"	"Chromosome 2, NC_000002.12 (177212694..177223959)///Chromosome 10, NC_000010.11 (43787412..43790417, complement)"	"RNA binding///RNA transmembrane transporter activity///mRNA binding///nucleotide binding///poly(A) RNA binding///protein binding"	"gene expression///mRNA splicing, via spliceosome///mRNA splicing, via spliceosome///mRNA transport"	"catalytic step 2 spliceosome///cytoplasm///intracellular ribonucleoprotein complex///messenger ribonucleoprotein complex///neuron projection///nucleoplasm///nucleoplasm///nucleus///ribonucleoprotein granule"	"GO:0003723///GO:0051033///GO:0003729///GO:0000166///GO:0044822///GO:0005515"	"GO:0010467///GO:0000398///GO:0000398///GO:0051028"	"GO:0071013///GO:0005737///GO:0030529///GO:1990124///GO:0043005///GO:0005654///GO:0005654///GO:0005634///GO:0035770"	-0.416234642857139	10.3281345918367	-10.8566042414337	1.3348266940972e-18	1.6461379419761e-15	31.7763251786135
"7949540"	7949540	"chromosome 11 open reading frame 68"	"C11orf68"	"83638"	""	""	""	"Homo sapiens chromosome 11 open reading frame 68 (C11orf68), transcript variant 1, mRNA///Homo sapiens chromosome 11 open reading frame 68 (C11orf68), transcript variant 2, mRNA///Homo sapiens p5326 mRNA, complete cds///Homo sapiens chromosome 11 open reading frame 68, mRNA (cDNA clone MGC:18074 IMAGE:4150027), complete cds///Homo sapiens chromosome 11 open reading frame 68, mRNA (cDNA clone MGC:21627 IMAGE:4346483), complete cds"	"208431770///208431768///12002057///14714737///15341976"	"NM_001135635///NM_031450///AF073483///BC010512///BC013185"	NA	NA	"chr11:65684281-65686531"	"11q13.1"	"Chromosome 11, NC_000011.10 (65916810..65919060, complement)"	"poly(A) RNA binding///protein binding"	""	""	"GO:0044822///GO:0005515"	""	""	0.37959988095238	8.5555706122449	10.8445621472625	1.41804327855824e-18	1.68630668021977e-15	31.7174602679265
"7985259"	7985259	"zinc finger AN1-type containing 6"	"ZFAND6"	"54469"	""	""	""	"Homo sapiens zinc finger AN1-type containing 6 (ZFAND6), transcript variant 2, mRNA///Homo sapiens zinc finger AN1-type containing 6 (ZFAND6), transcript variant 3, mRNA///Homo sapiens zinc finger AN1-type containing 6 (ZFAND6), transcript variant 4, mRNA///Homo sapiens zinc finger AN1-type containing 6 (ZFAND6), transcript variant 5, mRNA///Homo sapiens zinc finger AN1-type containing 6 (ZFAND6), transcript variant 6, mRNA///Homo sapiens zinc finger AN1-type containing 6 (ZFAND6), transcript variant 7, mRNA///Homo sapiens zinc finger AN1-type containing 6 (ZFAND6), transcript variant 8, mRNA///Homo sapiens zinc finger AN1-type containing 6 (ZFAND6), transcript variant 9, mRNA///Homo sapiens zinc finger AN1-type containing 6 (ZFAND6), transcript variant 10, mRNA///Homo sapiens zinc finger AN1-type containing 6 (ZFAND6), transcript variant 1, mRNA///Homo sapiens unknown mRNA///Homo sapiens HT032 mRNA, complete cds///Homo sapiens zinc finger, AN1-type domain 6, mRNA (cDNA clone MGC:12336 IMAGE:4042180), complete cds///Homo sapiens full open reading frame cDNA clone RZPDo834A0817D for gene AWP1, protein associated with PRK1; complete cds, incl. stopcodon"	"339276059///339276062///339276064///339276066///339276068///339276071///339276074///339276077///339276080///339276057///4335942///12005925///13528983///49065377"	"NM_001242911///NM_001242912///NM_001242913///NM_001242914///NM_001242915///NM_001242916///NM_001242917///NM_001242918///NM_001242919///NM_019006///AF061739///AF261138///BC005283///CR533476"	NA	NA	"chr15:80352021-80430723"	"15q25.1"	"Chromosome 15, NC_000015.10 (80059568..80138393)"	"DNA binding///molecular_function///polyubiquitin binding///protein binding///zinc ion binding"	"apoptotic process///cellular response to tumor necrosis factor///negative regulation of apoptotic process///protein targeting to peroxisome///regulation of I-kappaB kinase/NF-kappaB signaling"	"cellular_component///cytoplasm"	"GO:0003677///GO:0003674///GO:0031593///GO:0005515///GO:0008270"	"GO:0006915///GO:0071356///GO:0043066///GO:0006625///GO:0043122"	"GO:0005575///GO:0005737"	-0.523347976190474	8.80897673469388	-10.7711249110134	2.0507908029001e-18	2.35466142635051e-15	31.3583238843581
